A	0.00	1
A	0.39	5
A	0.40	1
A	0.79	6
A	1.19	7
A	1.20	4
A	1.59	10
A	1.60	6
A	1.99	17
A	2.00	6
A	2.08	1
A	2.39	8
A	2.40	3
A	2.50	1
A	2.78	11
A	2.80	6
A	2.81	1
A	2.83	1
A	2.92	1
A	3.12	1
A	3.18	12
A	3.20	5
A	3.21	2
A	3.58	24
A	3.60	11
A	3.61	2
A	3.63	1
A	3.73	2
A	3.78	2
A	3.80	1
A	3.98	15
A	4.00	13
A	4.01	3
A	4.03	3
A	4.09	1
A	4.13	2
A	4.25	1
A	4.38	32
A	4.40	12
A	4.41	6
A	4.47	2
A	4.62	1
A	4.69	1
A	4.70	1
A	4.78	26
A	4.80	7
A	4.81	1
A	4.83	2
A	5.00	2
A	5.08	1
A	5.17	37
A	5.20	11
A	5.21	1
A	5.22	4
A	5.24	1
A	5.26	1
A	5.40	1
A	5.45	2
A	5.50	1
A	5.57	38
A	5.60	19
A	5.62	5
A	5.64	1
A	5.88	1
A	5.97	29
A	6.00	25
A	6.02	8
A	6.04	4
A	6.15	1
A	6.17	1
A	6.30	1
A	6.37	38
A	6.38	1
A	6.40	24
A	6.42	7
A	6.45	2
A	6.66	3
A	6.75	1
A	6.77	47
A	6.80	22
A	6.82	10
A	6.85	1
A	6.88	1
A	7.01	1
A	7.05	3
A	7.10	2
A	7.14	2
A	7.17	50
A	7.20	27
A	7.22	3
A	7.40	1
A	7.43	1
A	7.45	2
A	7.52	3
A	7.56	63
A	7.60	40
A	7.61	2
A	7.63	14
A	7.66	1
A	7.69	3
A	7.72	1
A	7.73	2
A	7.76	1
A	7.84	2
A	7.85	2
A	7.89	2
A	7.93	1
A	7.96	75
A	8.00	38
A	8.02	4
A	8.03	15
A	8.04	1
A	8.06	6
A	8.09	5
A	8.14	2
A	8.17	2
A	8.23	2
A	8.33	2
A	8.36	86
A	8.40	60
A	8.42	1
A	8.43	21
A	8.46	5
A	8.48	2
A	8.49	3
A	8.50	1
A	8.51	1
A	8.62	1
A	8.65	2
A	8.66	1
A	8.69	3
A	8.73	1
A	8.76	79
A	8.78	3
A	8.79	2
A	8.80	48
A	8.82	2
A	8.83	17
A	8.87	3
A	8.90	2
A	8.97	1
A	9.05	2
A	9.09	6
A	9.16	107
A	9.20	78
A	9.23	16
A	9.24	1
A	9.25	3
A	9.27	3
A	9.33	3
A	9.34	1
A	9.37	5
A	9.40	3
A	9.43	5
A	9.45	2
A	9.47	1
A	9.49	1
A	9.50	1
A	9.52	2
A	9.56	129
A	9.57	1
A	9.58	2
A	9.60	86
A	9.61	4
A	9.62	3
A	9.63	28
A	9.64	1
A	9.67	5
A	9.71	3
A	9.73	1
A	9.75	1
A	9.78	2
A	9.80	5
A	9.89	1
A	9.90	2
A	9.91	1
A	9.94	1
A	9.96	159
A	10.00	109
A	10.04	27
A	10.08	2
A	10.12	3
A	10.15	1
A	10.23	2
A	10.25	5
A	10.30	2
A	10.34	4
A	10.35	174
A	10.40	118
A	10.41	3
A	10.43	1
A	10.44	41
A	10.47	1
A	10.48	2
A	10.49	2
A	10.50	2
A	10.52	5
A	10.55	1
A	10.56	2
A	10.57	3
A	10.62	2
A	10.63	6
A	10.66	2
A	10.67	2
A	10.69	1
A	10.71	2
A	10.73	3
A	10.74	2
A	10.75	189
A	10.76	6
A	10.79	1
A	10.80	110
A	10.81	1
A	10.83	1
A	10.84	30
A	10.85	2
A	10.86	3
A	10.88	8
A	10.90	4
A	10.91	2
A	10.93	10
A	10.95	5
A	10.97	2
A	10.98	2
A	10.99	1
A	11.00	2
A	11.02	1
A	11.06	1
A	11.11	20
A	11.15	250
A	11.19	1
A	11.20	148
A	11.21	1
A	11.24	42
A	11.25	1
A	11.26	4
A	11.27	1
A	11.29	10
A	11.32	5
A	11.33	3
A	11.36	6
A	11.38	6
A	11.39	2
A	11.40	3
A	11.42	2
A	11.44	3
A	11.45	2
A	11.47	1
A	11.48	1
A	11.49	3
A	11.51	2
A	11.53	9
A	11.55	303
A	11.57	4
A	11.58	1
A	11.59	1
A	11.60	174
A	11.61	1
A	11.62	5
A	11.64	53
A	11.67	2
A	11.68	3
A	11.69	7
A	11.70	5
A	11.71	2
A	11.73	2
A	11.76	1
A	11.81	3
A	11.82	3
A	11.83	2
A	11.84	2
A	11.85	2
A	11.86	4
A	11.88	1
A	11.90	2
A	11.91	2
A	11.92	5
A	11.94	2
A	11.95	373
A	11.96	1
A	11.97	1
A	12.00	209
A	12.02	2
A	12.03	1
A	12.04	49
A	12.06	3
A	12.08	5
A	12.09	15
A	12.10	2
A	12.12	4
A	12.14	9
A	12.16	8
A	12.17	2
A	12.19	3
A	12.20	1
A	12.21	1
A	12.24	6
A	12.26	2
A	12.28	3
A	12.29	1
A	12.30	9
A	12.31	2
A	12.32	5
A	12.33	2
A	12.34	4
A	12.35	381
A	12.36	4
A	12.37	3
A	12.38	2
A	12.39	2
A	12.40	251
A	12.41	2
A	12.43	5
A	12.44	80
A	12.50	33
A	12.55	2
A	12.58	1
A	12.59	3
A	12.60	4
A	12.61	1
A	12.62	1
A	12.65	7
A	12.67	3
A	12.68	1
A	12.69	4
A	12.70	4
A	12.71	5
A	12.72	3
A	12.73	3
A	12.74	513
A	12.75	2
A	12.76	5
A	12.77	1
A	12.78	1
A	12.79	2
A	12.80	299
A	12.82	1
A	12.85	76
A	12.86	2
A	12.88	1
A	12.90	43
A	12.91	1
A	12.92	1
A	12.93	3
A	12.94	5
A	12.95	6
A	12.96	7
A	12.97	3
A	12.98	1
A	13.00	3
A	13.01	1
A	13.02	2
A	13.04	9
A	13.08	6
A	13.09	12
A	13.11	7
A	13.13	8
A	13.14	643
A	13.15	9
A	13.19	1
A	13.20	351
A	13.21	1
A	13.24	2
A	13.25	99
A	13.26	3
A	13.27	3
A	13.29	4
A	13.30	27
A	13.33	17
A	13.36	9
A	13.38	2
A	13.39	3
A	13.40	4
A	13.41	11
A	13.42	3
A	13.43	1
A	13.44	1
A	13.45	1
A	13.46	5
A	13.48	7
A	13.49	4
A	13.50	2
A	13.51	7
A	13.52	1
A	13.53	3
A	13.54	732
A	13.55	9
A	13.57	2
A	13.58	2
A	13.59	5
A	13.60	442
A	13.61	2
A	13.63	11
A	13.65	93
A	13.67	4
A	13.68	1
A	13.69	8
A	13.70	19
A	13.71	1
A	13.72	6
A	13.73	7
A	13.74	1
A	13.75	10
A	13.76	14
A	13.77	6
A	13.79	17
A	13.81	4
A	13.82	6
A	13.84	5
A	13.85	1
A	13.86	5
A	13.88	8
A	13.91	3
A	13.92	4
A	13.93	6
A	13.94	931
A	13.95	10
A	13.96	4
A	13.97	2
A	14.00	456
A	14.01	4
A	14.02	3
A	14.03	8
A	14.04	1
A	14.05	141
A	14.06	5
A	14.07	1
A	14.08	3
A	14.09	2
A	14.10	6
A	14.11	35
A	14.14	2
A	14.15	8
A	14.16	6
A	14.17	10
A	14.18	6
A	14.19	1
A	14.20	4
A	14.22	2
A	14.28	41
A	14.34	1008
A	14.35	3
A	14.37	7
A	14.38	4
A	14.40	589
A	14.41	3
A	14.42	5
A	14.43	7
A	14.45	142
A	14.46	2
A	14.47	3
A	14.48	2
A	14.49	5
A	14.50	4
A	14.51	43
A	14.52	3
A	14.54	12
A	14.55	4
A	14.56	4
A	14.57	4
A	14.58	7
A	14.59	2
A	14.60	2
A	14.61	2
A	14.62	2
A	14.63	4
A	14.64	2
A	14.65	2
A	14.66	8
A	14.68	2
A	14.69	2
A	14.70	5
A	14.71	3
A	14.72	4
A	14.73	10
A	14.74	1189
A	14.75	3
A	14.77	6
A	14.78	1
A	14.79	6
A	14.80	667
A	14.81	25
A	14.83	7
A	14.85	174
A	14.86	7
A	14.87	9
A	14.88	4
A	14.89	8
A	14.90	3
A	14.91	56
A	14.92	5
A	14.93	3
A	14.94	5
A	14.95	2
A	14.96	7
A	14.97	15
A	15.00	18
A	15.03	5
A	15.04	9
A	15.05	3
A	15.06	12
A	15.07	9
A	15.08	3
A	15.09	12
A	15.10	2
A	15.11	7
A	15.12	5
A	15.13	1514
A	15.15	16
A	15.16	5
A	15.17	4
